area,year,employmentTotal,employmentChange,unemploymentRate,unemploymentChange
"Flagstaff, AZ",2017,71194,2.58,5.5537,-0.45
"Flagstaff, AZ",2018,72637,2.03,5.4007,-0.15
"Lake Havasu City-Kingman, AZ",1990,42396,null,4.8636,null
"Lake Havasu City-Kingman, AZ",1991,42800,0.95,6.6967,1.83
"Lake Havasu City-Kingman, AZ",1992,43988,2.77,9.4381,2.74
"Lake Havasu City-Kingman, AZ",1993,47504,7.99,9.5815,0.14
"Lake Havasu City-Kingman, AZ",1994,52768,11.08,8.4167,-1.16
"Lake Havasu City-Kingman, AZ",1995,56592,7.25,7.111,-1.31
"Lake Havasu City-Kingman, AZ",1996,58527,3.42,7.3221,0.21
"Lake Havasu City-Kingman, AZ",1997,58735,0.36,5.257,-2.07
"Lake Havasu City-Kingman, AZ",1998,59667,1.59,4.5056,-0.75
"Lake Havasu City-Kingman, AZ",1999,62490,4.73,4.7379,0.23
"Lake Havasu City-Kingman, AZ",2000,65744,5.21,4.4362,-0.3
"Lake Havasu City-Kingman, AZ",2001,69294,5.4,4.8421,0.41
"Lake Havasu City-Kingman, AZ",2002,73185,5.62,5.6426,0.8
"Lake Havasu City-Kingman, AZ",2003,78073,6.68,4.917,-0.73
"Lake Havasu City-Kingman, AZ",2004,80882,3.6,4.4302,-0.49
"Lake Havasu City-Kingman, AZ",2005,85271,5.43,4.2749,-0.16
"Lake Havasu City-Kingman, AZ",2006,88852,4.2,4.3449,0.07
"Lake Havasu City-Kingman, AZ",2007,87174,-1.89,4.6656,0.32
"Lake Havasu City-Kingman, AZ",2008,85485,-1.94,7.6751,3.01
"Lake Havasu City-Kingman, AZ",2009,81120,-5.11,11.3969,3.72
"Lake Havasu City-Kingman, AZ",2010,71999,-11.24,12.9673,1.57
"Lake Havasu City-Kingman, AZ",2011,69823,-3.02,12.2759,-0.69
"Lake Havasu City-Kingman, AZ",2012,69021,-1.15,11.0205,-1.26
"Lake Havasu City-Kingman, AZ",2013,68888,-0.19,10.3461,-0.67
"Lake Havasu City-Kingman, AZ",2014,71264,3.45,8.7056,-1.64
"Lake Havasu City-Kingman, AZ",2015,72935,2.35,7.9219,-0.78
"Lake Havasu City-Kingman, AZ",2016,74844,2.62,6.6068,-1.32
"Lake Havasu City-Kingman, AZ",2017,77579,3.65,5.8582,-0.75
"Lake Havasu City-Kingman, AZ",2018,80142,3.3,5.6711,-0.19
"Phoenix-Mesa-Scottsdale, AZ",1990,1109747,null,4.3828,null
"Phoenix-Mesa-Scottsdale, AZ",1991,1101590,-0.74,5.2167,0.83
"Phoenix-Mesa-Scottsdale, AZ",1992,1115317,1.25,6.5283,1.31
"Phoenix-Mesa-Scottsdale, AZ",1993,1173381,5.21,5.1286,-1.4
"Phoenix-Mesa-Scottsdale, AZ",1994,1272652,8.46,4.5755,-0.55
"Phoenix-Mesa-Scottsdale, AZ",1995,1371636,7.78,3.6507,-0.92
"Phoenix-Mesa-Scottsdale, AZ",1996,1429444,4.21,3.7687,0.12
"Phoenix-Mesa-Scottsdale, AZ",1997,1469760,2.82,2.9989,-0.77
"Phoenix-Mesa-Scottsdale, AZ",1998,1538200,4.66,2.8314,-0.17
"Phoenix-Mesa-Scottsdale, AZ",1999,1596351,3.78,3.0864,0.25
"Phoenix-Mesa-Scottsdale, AZ",2000,1612861,1.03,3.2898,0.2
"Phoenix-Mesa-Scottsdale, AZ",2001,1654154,2.56,4.2547,0.96
"Phoenix-Mesa-Scottsdale, AZ",2002,1689351,2.13,5.6792,1.42
"Phoenix-Mesa-Scottsdale, AZ",2003,1731698,2.51,5.2728,-0.41
"Phoenix-Mesa-Scottsdale, AZ",2004,1787194,3.2,4.5152,-0.76
"Phoenix-Mesa-Scottsdale, AZ",2005,1863495,4.27,4.1164,-0.4
"Phoenix-Mesa-Scottsdale, AZ",2006,1949494,4.61,3.6579,-0.46
"Phoenix-Mesa-Scottsdale, AZ",2007,1988441,2,3.329,-0.33
"Phoenix-Mesa-Scottsdale, AZ",2008,1977892,-0.53,5.5021,2.17
"Phoenix-Mesa-Scottsdale, AZ",2009,1898566,-4.01,9.3064,3.8
"Phoenix-Mesa-Scottsdale, AZ",2010,1874006,-1.29,9.6122,0.31
"Phoenix-Mesa-Scottsdale, AZ",2011,1867553,-0.34,8.6455,-0.97
"Phoenix-Mesa-Scottsdale, AZ",2012,1893596,1.39,7.373,-1.27
"Phoenix-Mesa-Scottsdale, AZ",2013,1918061,1.29,6.6839,-0.69
"Phoenix-Mesa-Scottsdale, AZ",2014,1983693,3.42,5.8797,-0.8
"Phoenix-Mesa-Scottsdale, AZ",2015,2057275,3.71,5.1959,-0.68
"Phoenix-Mesa-Scottsdale, AZ",2016,2130605,3.56,4.637,-0.56
"Phoenix-Mesa-Scottsdale, AZ",2017,2206218,3.55,4.2354,-0.4
"Phoenix-Mesa-Scottsdale, AZ",2018,2278702,3.29,4.1307,-0.1
"Prescott, AZ",1990,42926,null,4.5253,null
"Prescott, AZ",1991,44833,4.44,5.2912,0.77
"Prescott, AZ",1992,47910,6.86,7.1237,1.83
"Prescott, AZ",1993,53144,10.92,5.4714,-1.65
"Prescott, AZ",1994,58445,9.98,5.2297,-0.24
"Prescott, AZ",1995,61946,5.99,5.0423,-0.19
"Prescott, AZ",1996,62634,1.11,4.8347,-0.21
"Prescott, AZ",1997,65072,3.89,3.923,-0.91
"Prescott, AZ",1998,67321,3.46,3.4677,-0.46
"Prescott, AZ",1999,68321,1.49,3.4393,-0.03
"Prescott, AZ",2000,72766,6.51,4.0083,0.57
"Prescott, AZ",2001,74599,2.52,4.4812,0.47
"Prescott, AZ",2002,78534,5.27,5.396,0.91
"Prescott, AZ",2003,80664,2.71,5.1103,-0.29
"Prescott, AZ",2004,83750,3.83,4.6467,-0.46
"Prescott, AZ",2005,87403,4.36,4.4167,-0.23
"Prescott, AZ",2006,92833,6.21,4.0302,-0.39
"Prescott, AZ",2007,93996,1.25,3.6987,-0.33
"Prescott, AZ",2008,92011,-2.11,6.1842,2.49
"Prescott, AZ",2009,88034,-4.32,10.4515,4.27
"Prescott, AZ",2010,86224,-2.06,10.6794,0.23
"Prescott, AZ",2011,83953,-2.63,9.8557,-0.82
"Prescott, AZ",2012,84442,0.58,8.597,-1.26
"Prescott, AZ",2013,84500,0.07,7.7375,-0.86
"Prescott, AZ",2014,87992,4.13,6.3416,-1.4
"Prescott, AZ",2015,90422,2.76,5.596,-0.75
"Prescott, AZ",2016,94201,4.18,4.9179,-0.68
"Prescott, AZ",2017,97180,3.16,4.5038,-0.41
"Prescott, AZ",2018,99797,2.69,4.4012,-0.1
"Sierra Vista-Douglas, AZ",1990,34446,null,6.4595,null
"Sierra Vista-Douglas, AZ",1991,34155,-0.84,7.6225,1.16
"Sierra Vista-Douglas, AZ",1992,35363,3.54,9.4843,1.86
"Sierra Vista-Douglas, AZ",1993,36921,4.41,9.6726,0.19
"Sierra Vista-Douglas, AZ",1994,38866,5.27,10.3481,0.68
"Sierra Vista-Douglas, AZ",1995,40100,3.18,9.6898,-0.66
"Sierra Vista-Douglas, AZ",1996,39388,-1.78,9.8791,0.19
"Sierra Vista-Douglas, AZ",1997,38041,-3.42,8.2628,-1.62
"Sierra Vista-Douglas, AZ",1998,38091,0.13,7.0664,-1.2
"Sierra Vista-Douglas, AZ",1999,39191,2.89,5.8237,-1.24
"Sierra Vista-Douglas, AZ",2000,46462,18.55,4.4829,-1.34
"Sierra Vista-Douglas, AZ",2001,47830,2.94,4.8981,0.42
"Sierra Vista-Douglas, AZ",2002,49440,3.37,5.8994,1
"Sierra Vista-Douglas, AZ",2003,50984,3.12,5.6693,-0.23
"Sierra Vista-Douglas, AZ",2004,51941,1.88,4.9805,-0.69
"Sierra Vista-Douglas, AZ",2005,53097,2.22,4.7992,-0.18
"Sierra Vista-Douglas, AZ",2006,54625,2.88,4.5191,-0.28
"Sierra Vista-Douglas, AZ",2007,54934,0.57,4.08,-0.44
"Sierra Vista-Douglas, AZ",2008,56745,3.3,5.8614,1.78
"Sierra Vista-Douglas, AZ",2009,58022,2.25,7.9726,2.11
"Sierra Vista-Douglas, AZ",2010,51694,-10.91,9.3458,1.37
"Sierra Vista-Douglas, AZ",2011,50589,-2.14,9.5284,0.18
"Sierra Vista-Douglas, AZ",2012,49027,-3.09,9.0368,-0.49
"Sierra Vista-Douglas, AZ",2013,46587,-4.98,9.2005,0.16
"Sierra Vista-Douglas, AZ",2014,46508,-0.17,8.3986,-0.8
"Sierra Vista-Douglas, AZ",2015,46447,-0.13,7.2671,-1.13
"Sierra Vista-Douglas, AZ",2016,46297,-0.32,6.2224,-1.04
"Sierra Vista-Douglas, AZ",2017,46601,0.66,5.6128,-0.61
"Sierra Vista-Douglas, AZ",2018,46203,-0.86,5.6183,0.01
"Tucson, AZ",1990,299908,null,4.5566,null
"Tucson, AZ",1991,307634,2.58,4.3617,-0.19
"Tucson, AZ",1992,318843,3.64,5.4261,1.06
"Tucson, AZ",1993,335703,5.29,4.1126,-1.31
"Tucson, AZ",1994,360994,7.53,3.8385,-0.27
"Tucson, AZ",1995,376786,4.37,3.4838,-0.35
"Tucson, AZ",1996,370664,-1.62,3.811,0.33
"Tucson, AZ",1997,371420,0.2,3.2401,-0.57
"Tucson, AZ",1998,379186,2.09,2.8583,-0.38
"Tucson, AZ",1999,390493,2.98,3.1545,0.3
"Tucson, AZ",2000,394635,1.06,3.6949,0.54
"Tucson, AZ",2001,396750,0.54,4.3875,0.69
"Tucson, AZ",2002,399541,0.7,5.7062,1.32
"Tucson, AZ",2003,406481,1.74,5.3261,-0.38
"Tucson, AZ",2004,418266,2.9,4.6917,-0.63
"Tucson, AZ",2005,421815,0.85,4.4762,-0.22
"Tucson, AZ",2006,433523,2.78,4.0583,-0.42
"Tucson, AZ",2007,441553,1.85,3.6933,-0.37
"Tucson, AZ",2008,446795,1.19,5.8315,2.14
"Tucson, AZ",2009,441837,-1.11,9.059,3.23
"Tucson, AZ",2010,434106,-1.75,9.3239,0.26
"Tucson, AZ",2011,427335,-1.56,8.4755,-0.85
"Tucson, AZ",2012,428796,0.34,7.3667,-1.11
"Tucson, AZ",2013,426120,-0.62,6.7559,-0.61
"Tucson, AZ",2014,433561,1.75,6.023,-0.73
"Tucson, AZ",2015,437916,1,5.4644,-0.56
"Tucson, AZ",2016,444338,1.47,4.9504,-0.51
"Tucson, AZ",2017,454292,2.24,4.4847,-0.47
"Tucson, AZ",2018,463437,2.01,4.3887,-0.1
"Yuma, AZ",1990,37262,null,20.6572,null
"Yuma, AZ",1991,39227,5.27,21.2335,0.58
"Yuma, AZ",1992,40228,2.55,26.5061,5.27
"Yuma, AZ",1993,41530,3.24,28.0988,1.59
"Yuma, AZ",1994,45969,10.69,31.168,3.07
"Yuma, AZ",1995,49725,8.17,29.6509,-1.52
"Yuma, AZ",1996,48606,-2.25,30.8355,1.18
"Yuma, AZ",1997,48835,0.47,27.2625,-3.57
"Yuma, AZ",1998,48451,-0.79,28.7654,1.5
"Yuma, AZ",1999,49062,1.26,29.664,0.9
"Yuma, AZ",2000,53816,9.69,16.3519,-13.31
"Yuma, AZ",2001,54338,0.97,16.8633,0.51
"Yuma, AZ",2002,57405,5.64,16.9985,0.14
"Yuma, AZ",2003,60560,5.5,16.8916,-0.11
"Yuma, AZ",2004,62116,2.57,15.8311,-1.06
"Yuma, AZ",2005,64004,3.04,15.8587,0.03
"Yuma, AZ",2006,66129,3.32,14.9619,-0.9
"Yuma, AZ",2007,67756,2.46,14.0599,-0.9
"Yuma, AZ",2008,68812,1.56,18.3863,4.33
"Yuma, AZ",2009,67617,-1.74,22.9949,4.61
"Yuma, AZ",2010,69500,2.78,25.1205,2.13
"Yuma, AZ",2011,69677,0.25,24.2104,-0.91
"Yuma, AZ",2012,71429,2.51,23.8547,-0.36
"Yuma, AZ",2013,70567,-1.21,25.5066,1.65
"Yuma, AZ",2014,71756,1.69,22.8596,-2.65
"Yuma, AZ",2015,73038,1.79,21.6517,-1.21
"Yuma, AZ",2016,76016,4.08,18.8046,-2.85
"Yuma, AZ",2017,78942,3.85,17.0491,-1.76
"Yuma, AZ",2018,79233,0.37,16.9445,-0.1
"Fayetteville-Springdale-Rogers, AR-MO",1990,118904,null,3.8931,null
"Fayetteville-Springdale-Rogers, AR-MO",1991,120924,1.7,3.9528,0.06
"Fayetteville-Springdale-Rogers, AR-MO",1992,124976,3.35,3.8036,-0.15
"Fayetteville-Springdale-Rogers, AR-MO",1993,132171,5.76,3.1167,-0.69
"Fayetteville-Springdale-Rogers, AR-MO",1994,141446,7.02,2.6357,-0.48
"Fayetteville-Springdale-Rogers, AR-MO",1995,148157,4.74,2.5182,-0.12
"Fayetteville-Springdale-Rogers, AR-MO",1996,150934,1.87,3.0207,0.5
"Fayetteville-Springdale-Rogers, AR-MO",1997,151715,0.52,3.1514,0.13
"Fayetteville-Springdale-Rogers, AR-MO",1998,152722,0.66,3.1629,0.01
"Fayetteville-Springdale-Rogers, AR-MO",1999,158423,3.73,2.5524,-0.61
"Fayetteville-Springdale-Rogers, AR-MO",2000,171225,8.08,2.9559,0.4
"Fayetteville-Springdale-Rogers, AR-MO",2001,176658,3.17,3.1464,0.19
"Fayetteville-Springdale-Rogers, AR-MO",2002,185656,5.09,3.4154,0.27
"Fayetteville-Springdale-Rogers, AR-MO",2003,189729,2.19,3.8156,0.4
"Fayetteville-Springdale-Rogers, AR-MO",2004,198522,4.63,3.8277,0.01
"Fayetteville-Springdale-Rogers, AR-MO",2005,213391,7.49,3.3692,-0.46
"Fayetteville-Springdale-Rogers, AR-MO",2006,218779,2.52,3.502,0.13
"Fayetteville-Springdale-Rogers, AR-MO",2007,220434,0.76,3.8279,0.33
"Fayetteville-Springdale-Rogers, AR-MO",2008,219670,-0.35,4.23,0.4
"Fayetteville-Springdale-Rogers, AR-MO",2009,210728,-4.07,6.4381,2.21
"Fayetteville-Springdale-Rogers, AR-MO",2010,212328,0.76,6.7164,0.28
"Fayetteville-Springdale-Rogers, AR-MO",2011,216795,2.1,6.5056,-0.21
"Fayetteville-Springdale-Rogers, AR-MO",2012,219643,1.31,5.8573,-0.65
"Fayetteville-Springdale-Rogers, AR-MO",2013,222504,1.3,5.5371,-0.32
"Fayetteville-Springdale-Rogers, AR-MO",2014,231802,4.18,4.5461,-0.99
"Fayetteville-Springdale-Rogers, AR-MO",2015,245152,5.76,3.6957,-0.85
"Fayetteville-Springdale-Rogers, AR-MO",2016,256939,4.81,2.8887,-0.81
"Fayetteville-Springdale-Rogers, AR-MO",2017,265323,3.26,2.7603,-0.13
"Fayetteville-Springdale-Rogers, AR-MO",2018,267316,0.75,2.7131,-0.05
"Fort Smith, AR-OK",1990,99264,null,8.0888,null
"Fort Smith, AR-OK",1991,96662,-2.62,9.2533,1.16
"Fort Smith, AR-OK",1992,99117,2.54,8.0773,-1.18
"Fort Smith, AR-OK",1993,103040,3.96,7.0356,-1.04
"Fort Smith, AR-OK",1994,107956,4.77,5.9395,-1.1
"Fort Smith, AR-OK",1995,109919,1.82,5.4907,-0.45
"Fort Smith, AR-OK",1996,109991,0.07,5.4391,-0.05
"Fort Smith, AR-OK",1997,110248,0.23,5.4038,-0.04
"Fort Smith, AR-OK",1998,110867,0.56,5.4024,0
"Fort Smith, AR-OK",1999,114124,2.94,4.0734,-1.33
"Fort Smith, AR-OK",2000,114667,0.48,3.7039,-0.37
"Fort Smith, AR-OK",2001,114142,-0.46,4.3971,0.69
"Fort Smith, AR-OK",2002,114381,0.21,5.0267,0.63
"Fort Smith, AR-OK",2003,113780,-0.53,5.5715,0.54
"Fort Smith, AR-OK",2004,116361,2.27,5.1912,-0.38
"Fort Smith, AR-OK",2005,120658,3.69,4.5989,-0.59
"Fort Smith, AR-OK",2006,122992,1.94,4.7819,0.18
"Fort Smith, AR-OK",2007,123254,0.21,5.2426,0.46
"Fort Smith, AR-OK",2008,122871,-0.31,5.1127,-0.13
"Fort Smith, AR-OK",2009,116427,-5.24,8.2949,3.18
"Fort Smith, AR-OK",2010,115923,-0.43,8.5292,0.23
"Fort Smith, AR-OK",2011,114193,-1.49,8.8193,0.29
"Fort Smith, AR-OK",2012,113994,-0.17,8.069,-0.75
"Fort Smith, AR-OK",2013,112276,-1.51,7.8492,-0.22
"Fort Smith, AR-OK",2014,112670,0.35,6.0946,-1.75
"Fort Smith, AR-OK",2015,114408,1.54,5.4476,-0.65
"Fort Smith, AR-OK",2016,115698,1.13,4.6167,-0.83
"Fort Smith, AR-OK",2017,114798,-0.78,4.2127,-0.4
"Fort Smith, AR-OK",2018,113329,-1.28,3.9467,-0.27
"Hot Springs, AR",1990,30115,null,6.6336,null
"Hot Springs, AR",1991,29633,-1.6,7.8651,1.23
"Hot Springs, AR",1992,30677,3.52,8.421,0.56
"Hot Springs, AR",1993,32043,4.45,7.4685,-0.95
"Hot Springs, AR",1994,33281,3.87,6.1288,-1.34
"Hot Springs, AR",1995,34135,2.56,4.9357,-1.19
"Hot Springs, AR",1996,34367,0.68,4.7579,-0.18
"Hot Springs, AR",1997,34320,-0.14,4.5601,-0.2
"Hot Springs, AR",1998,34338,0.05,4.7625,0.2
"Hot Springs, AR",1999,34777,1.28,4.5739,-0.19
"Hot Springs, AR",2000,36755,5.69,4.3011,-0.27
"Hot Springs, AR",2001,35958,-2.17,4.86,0.56
"Hot Springs, AR",2002,36162,0.57,5.8766,1.02
"Hot Springs, AR",2003,36682,1.44,6.4438,0.57
"Hot Springs, AR",2004,38104,3.88,6.1877,-0.26
"Hot Springs, AR",2005,39562,3.83,5.6603,-0.53
"Hot Springs, AR",2006,40108,1.38,5.2112,-0.45
"Hot Springs, AR",2007,40380,0.68,5.492,0.28
"Hot Springs, AR",2008,40368,-0.03,5.6445,0.15
"Hot Springs, AR",2009,39321,-2.59,7.6205,1.98
"Hot Springs, AR",2010,38046,-3.24,8.4608,0.84
"Hot Springs, AR",2011,38127,0.21,8.7586,0.3
"Hot Springs, AR",2012,37949,-0.47,7.8978,-0.86
"Hot Springs, AR",2013,37743,-0.54,7.5689,-0.33
"Hot Springs, AR",2014,37789,0.12,6.3208,-1.25
"Hot Springs, AR",2015,37769,-0.05,5.4592,-0.86
"Hot Springs, AR",2016,38443,1.79,4.2726,-1.19
"Hot Springs, AR",2017,38805,0.94,4.0059,-0.27
"Hot Springs, AR",2018,38404,-1.03,4.0734,0.07
"Jonesboro, AR",1990,45063,null,6.7648,null
"Jonesboro, AR",1991,43937,-2.5,7.7679,1
"Jonesboro, AR",1992,45563,3.7,6.5887,-1.18
"Jonesboro, AR",1993,46174,1.34,5.9352,-0.65
"Jonesboro, AR",1994,48321,4.65,4.3832,-1.55
"Jonesboro, AR",1995,50446,4.4,4.0539,-0.33
"Jonesboro, AR",1996,50418,-0.06,4.5713,0.52
"Jonesboro, AR",1997,50070,-0.69,4.4602,-0.11
"Jonesboro, AR",1998,50411,0.68,4.518,0.06
"Jonesboro, AR",1999,51847,2.85,3.8765,-0.64
"Jonesboro, AR",2000,51897,0.1,4.1612,0.28
"Jonesboro, AR",2001,50301,-3.08,5.2613,1.1
"Jonesboro, AR",2002,50762,0.92,5.7413,0.48
"Jonesboro, AR",2003,50827,0.13,5.9754,0.23
"Jonesboro, AR",2004,52285,2.87,5.6528,-0.32
"Jonesboro, AR",2005,53657,2.62,5.143,-0.51
"Jonesboro, AR",2006,54251,1.11,5.1585,0.02
"Jonesboro, AR",2007,53820,-0.79,5.433,0.27
"Jonesboro, AR",2008,54409,1.1,5.1613,-0.27
"Jonesboro, AR",2009,53089,-2.43,7.3672,2.21
"Jonesboro, AR",2010,53985,1.69,7.7697,0.4
"Jonesboro, AR",2011,55339,2.51,7.7779,0.01
"Jonesboro, AR",2012,55174,-0.3,7.1858,-0.59
"Jonesboro, AR",2013,55393,0.4,6.8708,-0.32
"Jonesboro, AR",2014,56194,1.45,5.6839,-1.19
"Jonesboro, AR",2015,58247,3.65,4.6113,-1.07
"Jonesboro, AR",2016,60325,3.57,3.3902,-1.22
"Jonesboro, AR",2017,62053,2.86,3.1618,-0.23
"Jonesboro, AR",2018,62438,0.62,3.1491,-0.01
"Little Rock-North Little Rock-Conway, AR",1990,267062,null,5.7556,null
"Little Rock-North Little Rock-Conway, AR",1991,264973,-0.78,6.1609,0.41
"Little Rock-North Little Rock-Conway, AR",1992,272370,2.79,6.0135,-0.15
"Little Rock-North Little Rock-Conway, AR",1993,278803,2.36,4.921,-1.09
"Little Rock-North Little Rock-Conway, AR",1994,290205,4.09,4.2211,-0.7
"Little Rock-North Little Rock-Conway, AR",1995,297888,2.65,3.6038,-0.62
"Little Rock-North Little Rock-Conway, AR",1996,301394,1.18,3.7819,0.18
"Little Rock-North Little Rock-Conway, AR",1997,301060,-0.11,3.9774,0.2
"Little Rock-North Little Rock-Conway, AR",1998,302193,0.38,3.8132,-0.16
"Little Rock-North Little Rock-Conway, AR",1999,307271,1.68,3.3044,-0.51
"Little Rock-North Little Rock-Conway, AR",2000,300031,-2.36,3.669,0.36
"Little Rock-North Little Rock-Conway, AR",2001,296956,-1.02,4.2847,0.62
"Little Rock-North Little Rock-Conway, AR",2002,296503,-0.15,4.8765,0.59
"Little Rock-North Little Rock-Conway, AR",2003,296306,-0.07,5.2445,0.37
"Little Rock-North Little Rock-Conway, AR",2004,306798,3.54,5.0594,-0.19
"Little Rock-North Little Rock-Conway, AR",2005,318762,3.9,4.6665,-0.39
"Little Rock-North Little Rock-Conway, AR",2006,321783,0.95,4.6163,-0.05
"Little Rock-North Little Rock-Conway, AR",2007,325020,1.01,4.5674,-0.05
"Little Rock-North Little Rock-Conway, AR",2008,327965,0.91,4.7102,0.14
"Little Rock-North Little Rock-Conway, AR",2009,318671,-2.83,6.6925,1.98
"Little Rock-North Little Rock-Conway, AR",2010,322952,1.34,7.1521,0.46
"Little Rock-North Little Rock-Conway, AR",2011,324843,0.59,7.2685,0.12
"Little Rock-North Little Rock-Conway, AR",2012,325233,0.12,6.6809,-0.59
"Little Rock-North Little Rock-Conway, AR",2013,324126,-0.34,6.3876,-0.29
"Little Rock-North Little Rock-Conway, AR",2014,324897,0.24,5.3895,-1
"Little Rock-North Little Rock-Conway, AR",2015,331850,2.14,4.4837,-0.91
"Little Rock-North Little Rock-Conway, AR",2016,338760,2.08,3.4952,-0.99
"Little Rock-North Little Rock-Conway, AR",2017,343894,1.52,3.2973,-0.2
"Little Rock-North Little Rock-Conway, AR",2018,344056,0.05,3.3215,0.02
"Pine Bluff, AR",1990,42378,null,8.7572,null
"Pine Bluff, AR",1991,41258,-2.64,10.814,2.06
"Pine Bluff, AR",1992,41978,1.75,10.6311,-0.18
"Pine Bluff, AR",1993,42289,0.74,8.9358,-1.7
"Pine Bluff, AR",1994,43071,1.85,8.3485,-0.59
"Pine Bluff, AR",1995,43603,1.23,7.1598,-1.19
"Pine Bluff, AR",1996,43481,-0.28,7.3461,0.19
"Pine Bluff, AR",1997,42848,-1.46,7.8241,0.48
"Pine Bluff, AR",1998,42400,-1.04,8.0462,0.22
"Pine Bluff, AR",1999,42823,1,7.2437,-0.8
"Pine Bluff, AR",2000,42234,-1.37,5.7871,-1.46
"Pine Bluff, AR",2001,41403,-1.97,6.8722,1.09
"Pine Bluff, AR",2002,41192,-0.51,7.6029,0.73
"Pine Bluff, AR",2003,41236,0.1,7.8862,0.28
"Pine Bluff, AR",2004,42251,2.46,7.7429,-0.14
"Pine Bluff, AR",2005,43106,2.02,7.4187,-0.32
"Pine Bluff, AR",2006,42370,-1.71,7.6864,0.27
"Pine Bluff, AR",2007,41506,-2.04,7.357,-0.33
"Pine Bluff, AR",2008,41129,-0.91,7.5425,0.19
"Pine Bluff, AR",2009,40337,-1.93,9.6788,2.14
"Pine Bluff, AR",2010,38259,-5.15,10.1094,0.43
"Pine Bluff, AR",2011,37867,-1.02,10.6769,0.57
"Pine Bluff, AR",2012,36882,-2.6,9.615,-1.06
"Pine Bluff, AR",2013,35150,-4.69,9.8242,0.21
"Pine Bluff, AR",2014,34065,-3.09,8.3587,-1.47
"Pine Bluff, AR",2015,33786,-0.82,6.807,-1.55
"Pine Bluff, AR",2016,33899,0.33,5.3728,-1.43
"Pine Bluff, AR",2017,33642,-0.76,4.9957,-0.38
"Pine Bluff, AR",2018,33010,-1.88,5.1214,0.13
"Bakersfield, CA",1990,228826,null,10.9003,null
"Bakersfield, CA",1991,232453,1.59,12.1442,1.24
"Bakersfield, CA",1992,230201,-0.97,15.6496,3.51
"Bakersfield, CA",1993,230356,0.07,15.7365,0.09
"Bakersfield, CA",1994,225478,-2.12,15.0562,-0.68
"Bakersfield, CA",1995,233443,3.53,13.7748,-1.28
"Bakersfield, CA",1996,241537,3.47,12.9068,-0.87
"Bakersfield, CA",1997,243609,0.86,12.393,-0.51
"Bakersfield, CA",1998,244697,0.45,12.1426,-0.25
"Bakersfield, CA",1999,246709,0.82,11.4457,-0.7
"Bakersfield, CA",2000,269613,9.28,8.2696,-3.18
"Bakersfield, CA",2001,272215,0.97,8.5638,0.29
"Bakersfield, CA",2002,275644,1.26,9.7238,1.16
"Bakersfield, CA",2003,279400,1.36,10.2599,0.54
"Bakersfield, CA",2004,283402,1.43,9.8728,-0.39
"Bakersfield, CA",2005,299406,5.65,8.368,-1.5
"Bakersfield, CA",2006,310742,3.79,7.5427,-0.83
"Bakersfield, CA",2007,316959,2,8.1776,0.63
"Bakersfield, CA",2008,323808,2.16,9.8381,1.66
"Bakersfield, CA",2009,311707,-3.74,14.0626,4.22
"Bakersfield, CA",2010,313361,0.53,15.6532,1.59
"Bakersfield, CA",2011,325712,3.94,14.8168,-0.84
"Bakersfield, CA",2012,340355,4.5,13.15,-1.67
"Bakersfield, CA",2013,347212,2.01,11.7493,-1.4
"Bakersfield, CA",2014,352504,1.52,10.409,-1.34
"Bakersfield, CA",2015,350944,-0.44,10.2154,-0.19
"Bakersfield, CA",2016,347996,-0.84,10.4132,0.2
"Bakersfield, CA",2017,349502,0.43,9.2071,-1.21
"Bakersfield, CA",2018,353742,1.21,7.9978,-1.21
"Chico, CA",1990,72166,null,8.4207,null
"Chico, CA",1991,71560,-0.84,9.7365,1.32
"Chico, CA",1992,72333,1.08,11.7743,2.04
"Chico, CA",1993,72685,0.49,11.9188,0.14
"Chico, CA",1994,74340,2.28,10.2675,-1.65
"Chico, CA",1995,73988,-0.47,9.9478,-0.32
"Chico, CA",1996,75181,1.61,9.0729,-0.87
"Chico, CA",1997,76584,1.87,8.6693,-0.4
"Chico, CA",1998,77930,1.76,8.3434,-0.33
"Chico, CA",1999,79671,2.23,6.8169,-1.53
"Chico, CA",2000,87431,9.74,6.2184,-0.6
"Chico, CA",2001,88866,1.64,6.5841,0.37
"Chico, CA",2002,89968,1.24,7.3423,0.76
"Chico, CA",2003,90885,1.02,7.5391,0.2
"Chico, CA",2004,90271,-0.68,7.3517,-0.19
"Chico, CA",2005,91677,1.56,6.7465,-0.61
"Chico, CA",2006,93557,2.05,6.2108,-0.54
"Chico, CA",2007,94489,1,6.6569,0.45
"Chico, CA",2008,94116,-0.4,8.4613,1.8
"Chico, CA",2009,91000,-3.31,12.2796,3.82
"Chico, CA",2010,88322,-2.94,13.8891,1.61
"Chico, CA",2011,86891,-1.62,13.6672,-0.22
"Chico, CA",2012,88718,2.1,12.1516,-1.52
"Chico, CA",2013,91263,2.87,10.3046,-1.85
"Chico, CA",2014,92708,1.58,8.6464,-1.66
"Chico, CA",2015,94074,1.47,7.1673,-1.48
"Chico, CA",2016,95246,1.25,6.6094,-0.56
"Chico, CA",2017,97066,1.91,5.7444,-0.86
"Chico, CA",2018,99124,2.12,4.8587,-0.89
"El Centro, CA",1990,35250,null,25.5011,null
"El Centro, CA",1991,36174,2.62,25.9118,0.41
